user_id,item_type,grammar_tag,time,y
3001950286316802e3,production_vocabulary,NA,Post-test,1
3001950286316802e3,multiple-choice_grammar,possessive-pronouns,Baseline,1
3001950286316802e3,multiple-choice_grammar,possessive-pronouns,Post-test,1
3001950286316802e3,multiple-choice_grammar,present-progressive,Baseline,0
3001950286316802e3,multiple-choice_grammar,present-progressive,Post-test,1
1236037027127999500,multiple-choice_vocabulary,NA,Baseline,1
1236037027127999500,multiple-choice_vocabulary,NA,Post-test,1
1236037027127999500,multiple-choice_vocabulary,NA,Baseline,1
1236037027127999500,multiple-choice_vocabulary,NA,Post-test,1
5680798944156292e3,production_grammar,existential,Baseline,1
5680798944156292e3,production_grammar,existential,Post-test,1
5680798944156292e3,production_vocabulary,NA,Baseline,0
5680798944156292e3,production_vocabulary,NA,Post-test,1
5680798944156292e3,multiple-choice_grammar,it-as-a-subject,Baseline,1
5680798944156292e3,multiple-choice_grammar,it-as-a-subject,Post-test,1
5680798944156292e3,multiple-choice_vocabulary,NA,Baseline,0
5680798944156292e3,multiple-choice_vocabulary,NA,Post-test,0
16528650413917784e3,production_grammar,simple-present-statements-non-3rd,Baseline,1
16528650413917784e3,production_grammar,simple-present-statements-non-3rd,Post-test,1
16528650413917784e3,production_vocabulary,NA,Baseline,1
16528650413917784e3,production_vocabulary,NA,Post-test,1
16528650413917784e3,multiple-choice_grammar,possessive-pronouns,Baseline,1
16528650413917784e3,multiple-choice_grammar,possessive-pronouns,Post-test,1
16528650413917784e3,multiple-choice_vocabulary,NA,Baseline,1
16528650413917784e3,multiple-choice_vocabulary,NA,Post-test,1
6775925381919285e3,production_grammar,plural,Baseline,1
6775925381919285e3,production_grammar,plural,Post-test,1
6775925381919285e3,production_vocabulary,NA,Baseline,1
6775925381919285e3,production_vocabulary,NA,Post-test,1
6775925381919285e3,multiple-choice_grammar,simple-present-q-be,Baseline,1
6775925381919285e3,multiple-choice_grammar,simple-present-q-be,Post-test,1
6775925381919285e3,multiple-choice_grammar,simple-present-q-does,Baseline,1
6775925381919285e3,multiple-choice_grammar,simple-present-q-does,Post-test,1
14775746947254923e3,multiple-choice_grammar,modal-verbs,Baseline,1
14775746947254923e3,multiple-choice_grammar,modal-verbs,Post-test,1
14775746947254923e3,multiple-choice_vocabulary,NA,Baseline,1
14775746947254923e3,multiple-choice_vocabulary,NA,Post-test,1
16632620584615344e3,multiple-choice_grammar,present-progressive,Baseline,1
16632620584615344e3,multiple-choice_grammar,present-progressive,Post-test,1
16632620584615344e3,multiple-choice_grammar,plural,Baseline,0
16632620584615344e3,multiple-choice_grammar,plural,Post-test,0
16632620584615344e3,multiple-choice_vocabulary,NA,Baseline,0
16632620584615344e3,multiple-choice_vocabulary,NA,Post-test,1
10254494726222608e3,production_grammar,modal-verbs,Baseline,1
10254494726222608e3,production_grammar,modal-verbs,Post-test,1
10254494726222608e3,production_vocabulary,NA,Baseline,1
10254494726222608e3,production_vocabulary,NA,Post-test,1
10254494726222608e3,multiple-choice_grammar,possessive-s,Baseline,0
10254494726222608e3,multiple-choice_grammar,possessive-s,Post-test,1
10254494726222608e3,multiple-choice_grammar,modal-verbs,Baseline,1
10254494726222608e3,multiple-choice_grammar,modal-verbs,Post-test,0
114500479241652e5,multiple-choice_vocabulary,NA,Baseline,0
114500479241652e5,multiple-choice_vocabulary,NA,Post-test,1
114500479241652e5,multiple-choice_vocabulary,NA,Baseline,1
114500479241652e5,multiple-choice_vocabulary,NA,Post-test,1
14735404622266409e3,production_grammar,modal-verbs,Baseline,1
14735404622266409e3,production_grammar,modal-verbs,Post-test,1
14735404622266409e3,production_vocabulary,NA,Baseline,1
14735404622266409e3,production_vocabulary,NA,Post-test,1
14735404622266409e3,multiple-choice_grammar,possessive-pronouns,Baseline,1
14735404622266409e3,multiple-choice_grammar,possessive-pronouns,Post-test,1
14735404622266409e3,multiple-choice_grammar,simple-present-statements-3rd,Baseline,0
14735404622266409e3,multiple-choice_grammar,simple-present-statements-3rd,Post-test,0
4846965799189338e3,multiple-choice_grammar,articles,Baseline,0
4846965799189338e3,multiple-choice_grammar,articles,Post-test,1
4846965799189338e3,multiple-choice_vocabulary,NA,Baseline,1
4846965799189338e3,multiple-choice_vocabulary,NA,Post-test,1
4846965799189338e3,multiple-choice_vocabulary,NA,Baseline,1
4846965799189338e3,multiple-choice_vocabulary,NA,Post-test,1
995012349750448e4,production_grammar,simple-present-statements-non-3rd,Baseline,1
995012349750448e4,production_grammar,simple-present-statements-non-3rd,Post-test,1
995012349750448e4,production_vocabulary,NA,Baseline,0
995012349750448e4,production_vocabulary,NA,Post-test,0
995012349750448e4,multiple-choice_grammar,simple-present-neg-do,Baseline,0
995012349750448e4,multiple-choice_grammar,simple-present-neg-do,Post-test,0
995012349750448e4,multiple-choice_vocabulary,NA,Baseline,1
995012349750448e4,multiple-choice_vocabulary,NA,Post-test,1
1562323917415447e4,production_grammar,comparatives-superlatives,Baseline,0
1562323917415447e4,production_grammar,comparatives-superlatives,Post-test,1
1562323917415447e4,production_vocabulary,NA,Baseline,1
1562323917415447e4,production_vocabulary,NA,Post-test,1
1562323917415447e4,multiple-choice_grammar,modal-verbs,Baseline,0
1562323917415447e4,multiple-choice_grammar,modal-verbs,Post-test,0
1562323917415447e4,multiple-choice_grammar,articles,Baseline,0
1562323917415447e4,multiple-choice_grammar,articles,Post-test,1
11559231154879885e3,production_grammar,simple-present-statements-non-3rd,Baseline,0
11559231154879885e3,production_grammar,simple-present-statements-non-3rd,Post-test,1
11559231154879885e3,production_vocabulary,NA,Baseline,1
11559231154879885e3,production_vocabulary,NA,Post-test,1
11559231154879885e3,multiple-choice_grammar,simple-present-q-be,Baseline,1
11559231154879885e3,multiple-choice_grammar,simple-present-q-be,Post-test,1
11559231154879885e3,multiple-choice_grammar,simple-present-q-do,Baseline,0
11559231154879885e3,multiple-choice_grammar,simple-present-q-do,Post-test,1
5992049338403144e3,production_grammar,simple-present-neg-do,Baseline,0
5992049338403144e3,production_grammar,simple-present-neg-do,Post-test,1
5992049338403144e3,production_vocabulary,NA,Baseline,1
5992049338403144e3,production_vocabulary,NA,Post-test,1
5992049338403144e3,multiple-choice_grammar,simple-present-q-does,Baseline,0
5992049338403144e3,multiple-choice_grammar,simple-present-q-does,Post-test,1
5992049338403144e3,multiple-choice_vocabulary,NA,Baseline,1
5992049338403144e3,multiple-choice_vocabulary,NA,Post-test,1
961021097906288e4,multiple-choice_grammar,it-as-a-subject,Baseline,1
961021097906288e4,multiple-choice_grammar,it-as-a-subject,Post-test,0
961021097906288e4,multiple-choice_grammar,plural,Baseline,0
961021097906288e4,multiple-choice_grammar,plural,Post-test,0
961021097906288e4,multiple-choice_vocabulary,NA,Baseline,0
961021097906288e4,multiple-choice_vocabulary,NA,Post-test,1
961021097906288e4,multiple-choice_vocabulary,NA,Baseline,1
961021097906288e4,multiple-choice_vocabulary,NA,Post-test,1
9171995932189382e3,production_grammar,existential,Baseline,1
9171995932189382e3,production_grammar,existential,Post-test,1
9171995932189382e3,production_vocabulary,NA,Baseline,1
9171995932189382e3,production_vocabulary,NA,Post-test,1
9171995932189382e3,multiple-choice_grammar,phrasal-verbs,Baseline,1
9171995932189382e3,multiple-choice_grammar,phrasal-verbs,Post-test,0
9171995932189382e3,multiple-choice_vocabulary,NA,Baseline,1
9171995932189382e3,multiple-choice_vocabulary,NA,Post-test,1
15884136421338206e3,multiple-choice_vocabulary,NA,Baseline,1
15884136421338206e3,multiple-choice_vocabulary,NA,Post-test,1
15884136421338206e3,multiple-choice_vocabulary,NA,Baseline,0
15884136421338206e3,multiple-choice_vocabulary,NA,Post-test,1
11650053825388196e3,production_grammar,simple-present-neg-do,Baseline,1
11650053825388196e3,production_grammar,simple-present-neg-do,Post-test,1
11650053825388196e3,production_vocabulary,NA,Baseline,1
11650053825388196e3,production_vocabulary,NA,Post-test,1
11650053825388196e3,multiple-choice_grammar,it-as-a-subject,Baseline,0
11650053825388196e3,multiple-choice_grammar,it-as-a-subject,Post-test,0
11650053825388196e3,multiple-choice_vocabulary,NA,Baseline,1
11650053825388196e3,multiple-choice_vocabulary,NA,Post-test,1
5144377116091026e3,production_grammar,simple-present-statements-non-3rd,Baseline,1
5144377116091026e3,production_grammar,simple-present-statements-non-3rd,Post-test,1
5144377116091026e3,production_vocabulary,NA,Baseline,1
5144377116091026e3,production_vocabulary,NA,Post-test,1
5144377116091026e3,multiple-choice_vocabulary,NA,Baseline,1
5144377116091026e3,multiple-choice_vocabulary,NA,Post-test,1
6347645135439129e3,production_grammar,plural,Baseline,0
6347645135439129e3,production_grammar,plural,Post-test,1
6347645135439129e3,production_vocabulary,NA,Baseline,0
6347645135439129e3,production_vocabulary,NA,Post-test,0
6347645135439129e3,multiple-choice_grammar,possessive-pronouns,Baseline,1
6347645135439129e3,multiple-choice_grammar,possessive-pronouns,Post-test,1
6347645135439129e3,multiple-choice_vocabulary,NA,Baseline,1
6347645135439129e3,multiple-choice_vocabulary,NA,Post-test,1
14548601866515026e3,multiple-choice_grammar,comparatives-superlatives,Baseline,0
14548601866515026e3,multiple-choice_grammar,comparatives-superlatives,Post-test,0
14548601866515026e3,multiple-choice_vocabulary,NA,Baseline,1
14548601866515026e3,multiple-choice_vocabulary,NA,Post-test,1
14548601866515026e3,multiple-choice_vocabulary,NA,Baseline,0
14548601866515026e3,multiple-choice_vocabulary,NA,Post-test,1
1785344939584145e4,multiple-choice_vocabulary,NA,Baseline,0
1785344939584145e4,multiple-choice_vocabulary,NA,Post-test,1
712340163983654900,multiple-choice_vocabulary,NA,Baseline,0
712340163983654900,multiple-choice_vocabulary,NA,Post-test,1
712340163983654900,multiple-choice_vocabulary,NA,Baseline,1
712340163983654900,multiple-choice_vocabulary,NA,Post-test,1
3218531837301571600,production_grammar,existential,Baseline,0
3218531837301571600,production_grammar,existential,Post-test,0
3218531837301571600,production_vocabulary,NA,Baseline,0
3218531837301571600,production_vocabulary,NA,Post-test,0
3218531837301571600,multiple-choice_grammar,possessive-s,Baseline,1
3218531837301571600,multiple-choice_grammar,possessive-s,Post-test,0
3218531837301571600,multiple-choice_grammar,comparatives-superlatives,Baseline,0
3218531837301571600,multiple-choice_grammar,comparatives-superlatives,Post-test,0
4767193861494319e3,multiple-choice_vocabulary,NA,Baseline,1
4767193861494319e3,multiple-choice_vocabulary,NA,Post-test,1
4767193861494319e3,multiple-choice_vocabulary,NA,Baseline,1
4767193861494319e3,multiple-choice_vocabulary,NA,Post-test,1
16650507083695507e3,production_grammar,present-progressive,Baseline,0
16650507083695507e3,production_grammar,present-progressive,Post-test,1
16650507083695507e3,production_vocabulary,NA,Baseline,1
16650507083695507e3,production_vocabulary,NA,Post-test,1
16650507083695507e3,multiple-choice_grammar,possessive-s,Baseline,1
16650507083695507e3,multiple-choice_grammar,possessive-s,Post-test,1
16650507083695507e3,multiple-choice_grammar,simple-present-statements-3rd,Baseline,1
16650507083695507e3,multiple-choice_grammar,simple-present-statements-3rd,Post-test,1
10003325555923575e3,production_grammar,comparatives-superlatives,Baseline,0
10003325555923575e3,production_grammar,comparatives-superlatives,Post-test,0
10003325555923575e3,production_vocabulary,NA,Baseline,1
10003325555923575e3,production_vocabulary,NA,Post-test,1
10003325555923575e3,multiple-choice_grammar,possessive-s,Baseline,0
10003325555923575e3,multiple-choice_grammar,possessive-s,Post-test,0
10003325555923575e3,multiple-choice_vocabulary,NA,Baseline,1
10003325555923575e3,multiple-choice_vocabulary,NA,Post-test,1
15020735530090353e3,multiple-choice_grammar,possessive-pronouns,Baseline,1
15020735530090353e3,multiple-choice_grammar,possessive-pronouns,Post-test,1
15020735530090353e3,multiple-choice_vocabulary,NA,Baseline,0
15020735530090353e3,multiple-choice_vocabulary,NA,Post-test,1
123099467056880640,multiple-choice_grammar,articles,Baseline,1
123099467056880640,multiple-choice_grammar,articles,Post-test,0
123099467056880640,multiple-choice_grammar,plural,Baseline,0
123099467056880640,multiple-choice_grammar,plural,Post-test,1
123099467056880640,multiple-choice_vocabulary,NA,Baseline,1
123099467056880640,multiple-choice_vocabulary,NA,Post-test,1
123099467056880640,multiple-choice_vocabulary,NA,Baseline,1
123099467056880640,multiple-choice_vocabulary,NA,Post-test,0
5211237454214474e3,production_grammar,plural,Baseline,0
5211237454214474e3,production_grammar,plural,Post-test,0
5211237454214474e3,production_vocabulary,NA,Baseline,0
5211237454214474e3,production_vocabulary,NA,Post-test,0
5211237454214474e3,multiple-choice_grammar,possessive-pronouns,Baseline,1
5211237454214474e3,multiple-choice_grammar,possessive-pronouns,Post-test,1
5211237454214474e3,multiple-choice_vocabulary,NA,Baseline,1
5211237454214474e3,multiple-choice_vocabulary,NA,Post-test,1
10180207087988066e3,production_grammar,present-progressive,Baseline,0
10180207087988066e3,production_grammar,present-progressive,Post-test,0
10180207087988066e3,production_vocabulary,NA,Baseline,0
10180207087988066e3,production_vocabulary,NA,Post-test,0
10180207087988066e3,multiple-choice_grammar,simple-present-neg-do,Baseline,1
10180207087988066e3,multiple-choice_grammar,simple-present-neg-do,Post-test,1
10180207087988066e3,multiple-choice_grammar,possessive-pronouns,Baseline,0
10180207087988066e3,multiple-choice_grammar,possessive-pronouns,Post-test,1
2660652581608438e3,production_grammar,simple-present-statements-non-3rd,Baseline,1
2660652581608438e3,production_grammar,simple-present-statements-non-3rd,Post-test,1
2660652581608438e3,production_vocabulary,NA,Baseline,1
2660652581608438e3,production_vocabulary,NA,Post-test,0
2660652581608438e3,multiple-choice_grammar,possessive-pronouns,Baseline,1
2660652581608438e3,multiple-choice_grammar,possessive-pronouns,Post-test,1
2660652581608438e3,multiple-choice_vocabulary,NA,Baseline,1
2660652581608438e3,multiple-choice_vocabulary,NA,Post-test,1
11917298084655739e3,production_grammar,it-as-a-subject,Baseline,0
11917298084655739e3,production_grammar,it-as-a-subject,Post-test,1
11917298084655739e3,production_vocabulary,NA,Baseline,1
11917298084655739e3,production_vocabulary,NA,Post-test,1
11917298084655739e3,multiple-choice_grammar,simple-present-neg-do,Baseline,1
11917298084655739e3,multiple-choice_grammar,simple-present-neg-do,Post-test,1
11917298084655739e3,multiple-choice_vocabulary,NA,Baseline,1
11917298084655739e3,multiple-choice_vocabulary,NA,Post-test,1
7436409361439392e3,multiple-choice_grammar,articles,Baseline,0
7436409361439392e3,multiple-choice_grammar,articles,Post-test,0
7436409361439392e3,multiple-choice_grammar,possessive-pronouns,Baseline,0
7436409361439392e3,multiple-choice_grammar,possessive-pronouns,Post-test,1
7436409361439392e3,multiple-choice_vocabulary,NA,Baseline,1
7436409361439392e3,multiple-choice_vocabulary,NA,Post-test,1
7436409361439392e3,multiple-choice_vocabulary,NA,Baseline,0
7436409361439392e3,multiple-choice_vocabulary,NA,Post-test,1
11699549732486308e3,production_grammar,simple-present-statements-non-3rd,Baseline,0
11699549732486308e3,production_grammar,simple-present-statements-non-3rd,Post-test,1
11699549732486308e3,production_vocabulary,NA,Baseline,0
11699549732486308e3,production_vocabulary,NA,Post-test,0
11699549732486308e3,multiple-choice_grammar,possessive-pronouns,Baseline,0
11699549732486308e3,multiple-choice_grammar,possessive-pronouns,Post-test,0
11699549732486308e3,multiple-choice_grammar,modal-verbs,Baseline,0
11699549732486308e3,multiple-choice_grammar,modal-verbs,Post-test,1
5105564214722972e3,production_grammar,simple-present-statements-non-3rd,Baseline,1
5105564214722972e3,production_grammar,simple-present-statements-non-3rd,Post-test,1
5105564214722972e3,production_vocabulary,NA,Baseline,1
5105564214722972e3,production_vocabulary,NA,Post-test,1
5105564214722972e3,multiple-choice_vocabulary,NA,Baseline,1
5105564214722972e3,multiple-choice_vocabulary,NA,Post-test,1
10997215912443169e3,multiple-choice_grammar,possessive-pronouns,Baseline,1
10997215912443169e3,multiple-choice_grammar,possessive-pronouns,Post-test,1
10997215912443169e3,multiple-choice_vocabulary,NA,Baseline,1
10997215912443169e3,multiple-choice_vocabulary,NA,Post-test,1
5414848660104204e3,production_grammar,comparatives-superlatives,Baseline,1
5414848660104204e3,production_grammar,comparatives-superlatives,Post-test,1
5414848660104204e3,production_vocabulary,NA,Baseline,1
5414848660104204e3,production_vocabulary,NA,Post-test,1
5414848660104204e3,multiple-choice_grammar,present-progressive,Baseline,1
5414848660104204e3,multiple-choice_grammar,present-progressive,Post-test,1
5414848660104204e3,multiple-choice_vocabulary,NA,Baseline,1
5414848660104204e3,multiple-choice_vocabulary,NA,Post-test,1
14472699076797708e3,production_grammar,simple-present-neg-do,Baseline,0
14472699076797708e3,production_grammar,simple-present-neg-do,Post-test,0
14472699076797708e3,production_vocabulary,NA,Baseline,0
14472699076797708e3,production_vocabulary,NA,Post-test,1
14472699076797708e3,multiple-choice_grammar,present-progressive,Baseline,1
14472699076797708e3,multiple-choice_grammar,present-progressive,Post-test,0
14472699076797708e3,multiple-choice_vocabulary,NA,Baseline,1
14472699076797708e3,multiple-choice_vocabulary,NA,Post-test,1
10127772478431715e3,production_grammar,modal-verbs,Baseline,0
10127772478431715e3,production_grammar,modal-verbs,Post-test,1
10127772478431715e3,production_vocabulary,NA,Baseline,1
10127772478431715e3,production_vocabulary,NA,Post-test,1
10127772478431715e3,multiple-choice_grammar,plural,Baseline,1
10127772478431715e3,multiple-choice_grammar,plural,Post-test,1
10127772478431715e3,multiple-choice_vocabulary,NA,Baseline,1
10127772478431715e3,multiple-choice_vocabulary,NA,Post-test,1
15408645323175203e3,multiple-choice_vocabulary,NA,Baseline,1
15408645323175203e3,multiple-choice_vocabulary,NA,Post-test,1
15408645323175203e3,multiple-choice_vocabulary,NA,Baseline,1
15408645323175203e3,multiple-choice_vocabulary,NA,Post-test,1
15645015520105509e3,production_grammar,simple-present-statements-non-3rd,Baseline,0
15645015520105509e3,production_grammar,simple-present-statements-non-3rd,Post-test,1
15645015520105509e3,production_vocabulary,NA,Baseline,0
15645015520105509e3,production_vocabulary,NA,Post-test,1
15645015520105509e3,multiple-choice_grammar,present-progressive,Baseline,0
15645015520105509e3,multiple-choice_grammar,present-progressive,Post-test,0
15645015520105509e3,multiple-choice_vocabulary,NA,Baseline,1
15645015520105509e3,multiple-choice_vocabulary,NA,Post-test,1
1.5800073908530719e+018,production_grammar,modal-verbs,Baseline,1
1.5800073908530719e+018,production_grammar,modal-verbs,Post-test,1
1.5800073908530719e+018,production_vocabulary,NA,Baseline,0
1.5800073908530719e+018,production_vocabulary,NA,Post-test,1
1.5800073908530719e+018,multiple-choice_vocabulary,NA,Baseline,1
1.5800073908530719e+018,multiple-choice_vocabulary,NA,Post-test,1
2768378850221366300,production_grammar,simple-present-neg-do,Baseline,0
2768378850221366300,production_grammar,simple-present-neg-do,Post-test,0
2768378850221366300,production_vocabulary,NA,Baseline,1
2768378850221366300,production_vocabulary,NA,Post-test,1
2768378850221366300,multiple-choice_grammar,comparatives-superlatives,Baseline,0
2768378850221366300,multiple-choice_grammar,comparatives-superlatives,Post-test,0
2768378850221366300,multiple-choice_vocabulary,NA,Baseline,1
2768378850221366300,multiple-choice_vocabulary,NA,Post-test,1
6890797686143803e3,production_grammar,existential,Baseline,1
6890797686143803e3,production_grammar,existential,Post-test,1
6890797686143803e3,production_vocabulary,NA,Baseline,1
6890797686143803e3,production_vocabulary,NA,Post-test,1
6890797686143803e3,multiple-choice_grammar,simple-present-q-be,Baseline,1
6890797686143803e3,multiple-choice_grammar,simple-present-q-be,Post-test,1
6890797686143803e3,multiple-choice_vocabulary,NA,Baseline,1
6890797686143803e3,multiple-choice_vocabulary,NA,Post-test,1
5813847269794636e3,production_grammar,simple-present-statements-non-3rd,Baseline,0
5813847269794636e3,production_grammar,simple-present-statements-non-3rd,Post-test,0
5813847269794636e3,production_vocabulary,NA,Baseline,1
5813847269794636e3,production_vocabulary,NA,Post-test,1
5813847269794636e3,multiple-choice_grammar,possessive-s,Baseline,1
5813847269794636e3,multiple-choice_grammar,possessive-s,Post-test,0
5813847269794636e3,multiple-choice_vocabulary,NA,Baseline,1
5813847269794636e3,multiple-choice_vocabulary,NA,Post-test,0
15100668993287731e3,production_grammar,comparatives-superlatives,Baseline,0
15100668993287731e3,production_grammar,comparatives-superlatives,Post-test,1
15100668993287731e3,production_vocabulary,NA,Baseline,1
15100668993287731e3,production_vocabulary,NA,Post-test,1
15100668993287731e3,multiple-choice_grammar,plural,Baseline,1
15100668993287731e3,multiple-choice_grammar,plural,Post-test,1
15100668993287731e3,multiple-choice_vocabulary,NA,Baseline,1
15100668993287731e3,multiple-choice_vocabulary,NA,Post-test,1
16261627197578371e3,production_grammar,existential,Baseline,0
16261627197578371e3,production_grammar,existential,Post-test,0
16261627197578371e3,production_vocabulary,NA,Baseline,1
16261627197578371e3,production_vocabulary,NA,Post-test,1
16261627197578371e3,multiple-choice_grammar,plural,Baseline,1
16261627197578371e3,multiple-choice_grammar,plural,Post-test,1
16261627197578371e3,multiple-choice_grammar,articles,Baseline,1
16261627197578371e3,multiple-choice_grammar,articles,Post-test,1
13269098702750941e3,multiple-choice_vocabulary,NA,Baseline,1
13269098702750941e3,multiple-choice_vocabulary,NA,Post-test,1
13269098702750941e3,multiple-choice_vocabulary,NA,Baseline,1
13269098702750941e3,multiple-choice_vocabulary,NA,Post-test,1
17780131582092954e3,production_grammar,imperative,Baseline,1
17780131582092954e3,production_grammar,imperative,Post-test,1
17780131582092954e3,production_vocabulary,NA,Baseline,1
17780131582092954e3,production_vocabulary,NA,Post-test,1
17780131582092954e3,multiple-choice_grammar,possessive-pronouns,Baseline,0
17780131582092954e3,multiple-choice_grammar,possessive-pronouns,Post-test,1
17780131582092954e3,multiple-choice_grammar,simple-present-neg-does,Baseline,1
17780131582092954e3,multiple-choice_grammar,simple-present-neg-does,Post-test,0
12290269750620078e3,multiple-choice_vocabulary,NA,Baseline,0
12290269750620078e3,multiple-choice_vocabulary,NA,Post-test,1
12290269750620078e3,multiple-choice_vocabulary,NA,Baseline,1
12290269750620078e3,multiple-choice_vocabulary,NA,Post-test,0
6981751756210583e3,production_grammar,plural,Baseline,0
6981751756210583e3,production_grammar,plural,Post-test,1
6981751756210583e3,production_vocabulary,NA,Baseline,1
6981751756210583e3,production_vocabulary,NA,Post-test,1
6981751756210583e3,multiple-choice_grammar,it-as-a-subject,Baseline,1
6981751756210583e3,multiple-choice_grammar,it-as-a-subject,Post-test,1
6981751756210583e3,multiple-choice_vocabulary,NA,Baseline,1
6981751756210583e3,multiple-choice_vocabulary,NA,Post-test,1
702250634314462e4,production_grammar,imperative,Baseline,1
702250634314462e4,production_grammar,imperative,Post-test,1
702250634314462e4,production_vocabulary,NA,Baseline,1
702250634314462e4,production_vocabulary,NA,Post-test,1
702250634314462e4,multiple-choice_grammar,simple-present-q-do,Baseline,0
702250634314462e4,multiple-choice_grammar,simple-present-q-do,Post-test,1
702250634314462e4,multiple-choice_grammar,simple-present-statements-3rd,Baseline,0
702250634314462e4,multiple-choice_grammar,simple-present-statements-3rd,Post-test,1
11605226922493317e3,multiple-choice_grammar,possessive-s,Baseline,1
11605226922493317e3,multiple-choice_grammar,possessive-s,Post-test,0
11605226922493317e3,multiple-choice_vocabulary,NA,Baseline,1
11605226922493317e3,multiple-choice_vocabulary,NA,Post-test,1
11605226922493317e3,multiple-choice_vocabulary,NA,Baseline,1
11605226922493317e3,multiple-choice_vocabulary,NA,Post-test,1
13948504989921917e3,production_grammar,simple-present-questions-do,Baseline,1
13948504989921917e3,production_grammar,simple-present-questions-do,Post-test,0
13948504989921917e3,production_vocabulary,NA,Baseline,1
13948504989921917e3,production_vocabulary,NA,Post-test,1
13948504989921917e3,multiple-choice_vocabulary,NA,Baseline,1
13948504989921917e3,multiple-choice_vocabulary,NA,Post-test,1
8315099053365551e3,production_grammar,simple-present-questions-do,Baseline,1
8315099053365551e3,production_grammar,simple-present-questions-do,Post-test,0
8315099053365551e3,production_vocabulary,NA,Baseline,1
8315099053365551e3,production_vocabulary,NA,Post-test,0
8315099053365551e3,multiple-choice_grammar,simple-present-statements-3rd,Baseline,0
8315099053365551e3,multiple-choice_grammar,simple-present-statements-3rd,Post-test,0
8315099053365551e3,multiple-choice_grammar,modal-verbs,Baseline,1
8315099053365551e3,multiple-choice_grammar,modal-verbs,Post-test,1
13277863623229157e3,production_grammar,comparatives-superlatives,Baseline,1
13277863623229157e3,production_grammar,comparatives-superlatives,Post-test,1
13277863623229157e3,production_vocabulary,NA,Baseline,1
13277863623229157e3,production_vocabulary,NA,Post-test,1
13277863623229157e3,multiple-choice_grammar,simple-present-q-do,Baseline,1
13277863623229157e3,multiple-choice_grammar,simple-present-q-do,Post-test,1
13277863623229157e3,multiple-choice_grammar,simple-present-q-be,Baseline,0
13277863623229157e3,multiple-choice_grammar,simple-present-q-be,Post-test,0
10071640761954286e3,production_grammar,simple-present-statements-3rd,Baseline,1
10071640761954286e3,production_grammar,simple-present-statements-3rd,Post-test,1
10071640761954286e3,production_vocabulary,NA,Baseline,1
10071640761954286e3,production_vocabulary,NA,Post-test,0
10071640761954286e3,multiple-choice_grammar,simple-present-statements-3rd,Baseline,0
10071640761954286e3,multiple-choice_grammar,simple-present-statements-3rd,Post-test,1
10071640761954286e3,multiple-choice_grammar,modal-verbs,Baseline,1
10071640761954286e3,multiple-choice_grammar,modal-verbs,Post-test,1
14624798422643395e3,multiple-choice_vocabulary,NA,Baseline,1
14624798422643395e3,multiple-choice_vocabulary,NA,Post-test,1
14624798422643395e3,multiple-choice_vocabulary,NA,Baseline,1
14624798422643395e3,multiple-choice_vocabulary,NA,Post-test,1
396469631123632100,multiple-choice_grammar,present-progressive,Baseline,0
396469631123632100,multiple-choice_grammar,present-progressive,Post-test,0
396469631123632100,multiple-choice_vocabulary,NA,Baseline,1
396469631123632100,multiple-choice_vocabulary,NA,Post-test,1
396469631123632100,multiple-choice_vocabulary,NA,Baseline,1
396469631123632100,multiple-choice_vocabulary,NA,Post-test,1
1780703738801429500,production_grammar,imperative,Baseline,1
1780703738801429500,production_grammar,imperative,Post-test,1
1780703738801429500,production_vocabulary,NA,Baseline,1
1780703738801429500,production_vocabulary,NA,Post-test,1
1780703738801429500,multiple-choice_grammar,it-as-a-subject,Baseline,0
1780703738801429500,multiple-choice_grammar,it-as-a-subject,Post-test,1
1780703738801429500,multiple-choice_grammar,possessive-s,Baseline,0
1780703738801429500,multiple-choice_grammar,possessive-s,Post-test,1
16979118810821825e3,multiple-choice_vocabulary,NA,Baseline,0
16979118810821825e3,multiple-choice_vocabulary,NA,Post-test,0
4446372395293636600,production_grammar,comparatives-superlatives,Baseline,0
4446372395293636600,production_grammar,comparatives-superlatives,Post-test,1
4446372395293636600,production_vocabulary,NA,Baseline,1
4446372395293636600,production_vocabulary,NA,Post-test,1
4446372395293636600,multiple-choice_grammar,simple-present-q-do,Baseline,0
4446372395293636600,multiple-choice_grammar,simple-present-q-do,Post-test,1
4446372395293636600,multiple-choice_vocabulary,NA,Baseline,1
4446372395293636600,multiple-choice_vocabulary,NA,Post-test,1
766871668384076e4,production_grammar,present-progressive,Baseline,1
766871668384076e4,production_grammar,present-progressive,Post-test,1
766871668384076e4,production_vocabulary,NA,Baseline,1
766871668384076e4,production_vocabulary,NA,Post-test,1
766871668384076e4,multiple-choice_grammar,plural,Baseline,1
766871668384076e4,multiple-choice_grammar,plural,Post-test,1
766871668384076e4,multiple-choice_vocabulary,NA,Baseline,1
766871668384076e4,multiple-choice_vocabulary,NA,Post-test,1
6503516456082524e3,production_grammar,simple-present-questions-does,Baseline,0
6503516456082524e3,production_grammar,simple-present-questions-does,Post-test,1
6503516456082524e3,production_vocabulary,NA,Baseline,1
6503516456082524e3,production_vocabulary,NA,Post-test,1
6503516456082524e3,multiple-choice_grammar,phrasal-verbs,Baseline,1
6503516456082524e3,multiple-choice_grammar,phrasal-verbs,Post-test,1
